mX,mY,Ntot_w,Ntrig_w,Nsel_w,selectionbJets_ControlRegion,selectionbJets_SideBandRegion,selectionbJets_SignalRegion,selectionbJets_genMatched_ControlRegion,selectionbJets_genMatched_SideBandRegion,selectionbJets_genMatched_SignalRegion,eff_tot,eff_trig,eff_sel,pur_tot,pur_trig,pur_sel
500.0,200.0,35900.0,,19476.833984375,1200.8487548828125,776.031005859375,7930.7255859375,365.4706726074219,125.80280303955078,2595.8603515625,0.22091157620995822,0.22091157620995822,0.40718761541530857,0.07230808778725627,0.07230808778725627,0.32731687957598654
500.0,250.0,35900.0,,19878.15625,1172.005615234375,838.69189453125,8031.330078125,313.0887145996094,103.29888153076172,2240.141845703125,0.2237139297527855,0.2237139297527855,0.40402791773633434,0.06239949430927925,0.06239949430927925,0.2789253864443472
600.0,60.0,35900.0,,16902.3046875,1209.9007568359375,882.605712890625,5824.72802734375,580.747314453125,169.53245544433594,3084.3017578125,0.16224869156946378,0.16224869156946378,0.344611467787076,0.08591369798920613,0.08591369798920613,0.5295185875346413
600.0,70.0,35900.0,,18544.939453125,1488.9130859375,1159.94970703125,7323.2421875,757.689453125,192.22679138183594,3992.814697265625,0.20399003307799443,0.20399003307799443,0.39489167414164644,0.11122046510489206,0.11122046510489206,0.5452249966662222
600.0,80.0,35900.0,,19058.951171875,1818.12451171875,954.565673828125,8111.55859375,718.7728271484375,114.76251220703125,4328.32568359375,0.22594870734679665,0.22594870734679665,0.42560361903440425,0.12056617503046657,0.12056617503046657,0.5335997556534633
600.0,90.0,35900.0,,19359.61328125,1730.0445556640625,587.8323974609375,9087.9462890625,472.09576416015625,41.92068862915039,4127.8427734375,0.25314613618558496,0.25314613618558496,0.469428090170803,0.11498169285341225,0.11498169285341225,0.45421073608296186
600.0,100.0,35900.0,,19479.06640625,1073.055908203125,374.8821105957031,10362.3037109375,198.6031494140625,15.697565078735352,3322.701416015625,0.2886435574077298,0.2886435574077298,0.5319712708414341,0.09255435699207869,0.09255435699207869,0.3206527726559959
600.0,125.0,35900.0,,19844.61328125,972.8353881835938,323.3783874511719,11192.6162109375,130.08029174804688,11.876081466674805,2795.694580078125,0.31177203930188024,0.31177203930188024,0.5640128155842039,0.07787450083783078,0.07787450083783078,0.24978025935939388
600.0,150.0,35900.0,,20237.02734375,1698.209716796875,1039.3011474609375,10251.8173828125,619.53564453125,117.1123046875,4001.617919921875,0.28556594381093314,0.28556594381093314,0.5065871191787794,0.11146568022066504,0.11146568022066504,0.3903325401241262
600.0,200.0,35900.0,,21143.017578125,1818.421142578125,1217.487548828125,10520.501953125,724.1553344726562,253.8079376220703,4286.05126953125,0.2930501936803621,0.2930501936803621,0.4975875328226434,0.1193886147501741,0.1193886147501741,0.4073998834492992
600.0,250.0,35900.0,,21732.072265625,1900.602294921875,1243.4984130859375,10874.2509765625,677.8804931640625,230.25839233398438,3925.17138671875,0.3029039269237465,0.3029039269237465,0.5003780055417446,0.10933625032642758,0.10933625032642758,0.3609601613185822
600.0,300.0,35900.0,,21915.66015625,1819.89501953125,1310.1309814453125,11149.19140625,537.7828979492188,192.77674865722656,3506.67919921875,0.3105624347144847,0.3105624347144847,0.5087317163508044,0.09767908632921309,0.09767908632921309,0.31452318571308946
600.0,400.0,35900.0,,21041.40625,1513.446533203125,1245.6090087890625,9584.892578125,315.0286865234375,128.31011962890625,2308.752197265625,0.2669886512012535,0.2669886512012535,0.4555252849663981,0.06431064616338789,0.06431064616338789,0.24087408162870239
700.0,60.0,35900.0,,15889.3515625,1106.622802734375,872.509765625,5188.1103515625,539.4000244140625,155.73794555664062,2531.817626953125,0.14451560867862118,0.14451560867862118,0.32651491982887515,0.07052416788170264,0.07052416788170264,0.48800381167501944
700.0,70.0,35900.0,,18537.9921875,1597.1787109375,1231.561767578125,7316.4931640625,824.9265747070312,203.42437744140625,4185.59716796875,0.20380203799616992,0.20380203799616992,0.39467559863338086,0.11659045036124652,0.11659045036124652,0.5720769601108583
700.0,80.0,35900.0,,19980.630859375,2082.7353515625,1178.06201171875,8876.7236328125,881.4572143554688,153.17066955566406,5109.6826171875,0.24726249673572423,0.24726249673572423,0.4442664345929549,0.14233099212221448,0.14233099212221448,0.5756270926696124
700.0,90.0,35900.0,,20505.11328125,2119.484619140625,664.2711181640625,10363.4638671875,574.59130859375,57.26373291015625,5106.421875,0.2886758737378134,0.2886758737378134,0.5054087595148238,0.14224016364902506,0.14224016364902506,0.49273311900742045
700.0,100.0,35900.0,,20766.4375,1313.444091796875,479.8089294433594,12219.8544921875,261.5936584472656,25.432214736938477,4204.46240234375,0.3403859190024373,0.3403859190024373,0.5884425045069719,0.11711594435497912,0.11711594435497912,0.3440681233178171
700.0,125.0,35900.0,,21152.978515625,1159.6243896484375,390.1049499511719,13253.666015625,185.6448211669922,19.16495704650879,3670.52587890625,0.36918289737116994,0.36918289737116994,0.6265626377786447,0.10224306069376742,0.10224306069376742,0.2769441960118051
700.0,150.0,35900.0,,21513.689453125,2180.563232421875,1390.77978515625,12008.642578125,860.5096435546875,195.25186157226562,5240.66845703125,0.33450257877785516,0.33450257877785516,0.5581861077008653,0.14597962275853063,0.14597962275853063,0.43640806385375114
700.0,200.0,35900.0,,22271.783203125,2335.097900390625,1595.7288818359375,12253.5732421875,1077.977294921875,383.958740234375,5563.1337890625,0.3413251599495125,0.3413251599495125,0.5501837518096968,0.15496194398502786,0.15496194398502786,0.4540009415302089
700.0,250.0,35900.0,,23025.7890625,2556.7744140625,1690.779296875,13123.1953125,1025.3271484375,374.2239074707031,5410.279296875,0.3655486159470752,0.3655486159470752,0.5699346622553991,0.1507041586873259,0.1507041586873259,0.41226844286327463
700.0,300.0,35900.0,,23318.083984375,2540.384033203125,1667.5247802734375,13767.7197265625,918.7991943359375,319.93536376953125,5188.53076171875,0.3835019422440808,0.3835019422440808,0.590431003498743,0.14452731926793175,0.14452731926793175,0.37686202688367865
700.0,400.0,35900.0,,23249.123046875,2444.828369140625,1954.84130859375,13269.6220703125,675.7642822265625,261.81329345703125,4158.48193359375,0.3696273557190111,0.3696273557190111,0.5707579612167831,0.11583515135358635,0.11583515135358635,0.3133835998914638
700.0,500.0,35900.0,,21910.357421875,1943.52392578125,1597.12646484375,11417.6064453125,397.7115783691406,154.84982299804688,2744.967041015625,0.3180391767496518,0.3180391767496518,0.5211054400195826,0.0764614774656163,0.0764614774656163,0.24041527917110608
800.0,60.0,35900.0,,15260.53515625,1041.4676513671875,764.053466796875,4629.060546875,418.54205322265625,114.23644256591797,1896.2923583984375,0.12894319072075208,0.12894319072075208,0.3033354007234244,0.05282151416151636,0.05282151416151636,0.40964950429922375
800.0,70.0,35900.0,,17531.412109375,1440.8311767578125,1122.95947265625,6575.515625,705.1828002929688,182.03582763671875,3497.9228515625,0.1831619951253482,0.1831619951253482,0.3750705068123813,0.09743517692374652,0.09743517692374652,0.5319617579895113
800.0,80.0,35900.0,,19805.697265625,2108.486083984375,1078.2606201171875,8689.2265625,905.9967041015625,138.61245727539062,5010.19140625,0.24203973711699164,0.24203973711699164,0.43872358776184683,0.13955964919916433,0.13955964919916433,0.576598086171723
800.0,90.0,35900.0,,21066.19140625,2175.760498046875,731.0030517578125,11056.2763671875,650.9848022460938,63.91144561767578,5623.5078125,0.3079742720665042,0.3079742720665042,0.5248350854681441,0.1566436716573816,0.1566436716573816,0.5086258361982778
800.0,100.0,35900.0,,21597.716796875,1446.1737060546875,432.8434753417969,13268.896484375,305.504150390625,26.590145111083984,4583.77685546875,0.3696071444115599,0.3696071444115599,0.6143657039847329,0.12768180655901812,0.12768180655901812,0.3454527556881953
800.0,125.0,35900.0,,22080.859375,1346.677978515625,434.0104675292969,14764.5966796875,246.35105895996094,24.999433517456055,4289.646484375,0.41127010249825907,0.41127010249825907,0.6686604189148548,0.11948876001044569,0.11948876001044569,0.2905359744961074
800.0,150.0,35900.0,,22399.0625,2525.540283203125,1594.6846923828125,13439.4228515625,1065.5079345703125,206.4336395263672,6310.20654296875,0.3743571824947772,0.3743571824947772,0.5999993460245266,0.17577176999912952,0.17577176999912952,0.4695295782166055
800.0,200.0,35900.0,,23097.56640625,2772.272705078125,1859.114990234375,13630.9189453125,1349.998291015625,505.4404296875,6739.76318359375,0.37969133552402506,0.37969133552402506,0.5901452432505656,0.1877371360332521,0.1877371360332521,0.49444672150379626
800.0,250.0,35900.0,,23847.0546875,2901.396484375,1889.538818359375,14539.87109375,1334.4970703125,456.1654968261719,6546.65673828125,0.40501033687325905,0.40501033687325905,0.6097134964583873,0.1823581264145195,0.1823581264145195,0.4502554868657224
800.0,300.0,35900.0,,24281.505859375,3135.134765625,2005.2666015625,15471.50390625,1270.168212890625,462.2308654785156,6358.56201171875,0.4309611115947075,0.4309611115947075,0.6371723399632774,0.17711871898938022,0.17711871898938022,0.41098538644004035
800.0,400.0,35900.0,,24453.484375,3247.464599609375,2313.75537109375,16209.1904296875,1078.2449951171875,411.19769287109375,5702.267578125,0.45150948272110025,0.45150948272110025,0.6628581097530196,0.15883753699512534,0.15883753699512534,0.3517922503816827
800.0,500.0,35900.0,,24011.513671875,3060.5595703125,2362.58837890625,15621.0498046875,815.2191772460938,300.1824645996094,4738.2314453125,0.4351267355066156,0.4351267355066156,0.6505649755427388,0.1319841628220752,0.1319841628220752,0.3033234964714517
800.0,600.0,35900.0,,22548.021484375,2307.414306640625,1977.874755859375,12569.66015625,499.0010986328125,189.0834503173828,2920.997802734375,0.3501298093662953,0.3501298093662953,0.5574617784074909,0.08136484130179318,0.08136484130179318,0.23238478737087973
